thread_id,neutral,oppose,support,w_total,support_rate,oppose_rate,neutral_rate,controversy,resonance
UgwcemQI7wPW5cUMhRh4AaABAg,1.0,0.0,0.0,1.0,0.0,0.0,0.9999999989999999,1.0,0.0
Ugwcepe7gMeWoez_eMR4AaABAg,16.0,0.0,0.0,16.0,0.0,0.0,0.9999999999375,1.0,0.0
Ugwd1fA_pxlsRAlNg6h4AaABAg,2.0,0.0,0.0,2.0,0.0,0.0,0.9999999995,1.0,0.0
UgwdDZxeRzsvD4D1d9F4AaABAg,1.0,2.0,0.0,3.0,0.0,0.6666666664444444,0.3333333332222222,0.3333333335555556,0.0
UgwdFTPuT2C6H0TnLb14AaABAg,41.0,0.0,1.0,42.0,0.023809523808956918,0.0,0.9761904761672336,0.976190476191043,0.023809523808956918
UgwdJv2H37CNApyqHO14AaABAg,16.0,4.0,0.0,20.0,0.0,0.19999999999,0.79999999996,0.80000000001,0.0
UgwdSHrdXxUgfqxnBBJ4AaABAg,2.0,6.0,0.0,8.0,0.0,0.74999999990625,0.24999999996875,0.25000000009375,0.0
UgwdnvT_AR7yRjwT3UZ4AaABAg,16.0,0.0,0.0,16.0,0.0,0.0,0.9999999999375,1.0,0.0
Ugwe4MfzmxDu2mQYUax4AaABAg,2.0,0.0,0.0,2.0,0.0,0.0,0.9999999995,1.0,0.0
Ugwe5On-wbbRou3s_9l4AaABAg,3.0,0.0,0.0,3.0,0.0,0.0,0.9999999996666666,1.0,0.0
Ugwe7KLGGpDODmvLKm14AaABAg,1.0,0.0,0.0,1.0,0.0,0.0,0.9999999989999999,1.0,0.0
UgweC1PVff9aSY_iN-x4AaABAg,2.0,0.0,0.0,2.0,0.0,0.0,0.9999999995,1.0,0.0
UgweKbpw2OyWwo7k9EN4AaABAg,1.0,0.0,0.0,1.0,0.0,0.0,0.9999999989999999,1.0,0.0
UgweMApKqoMZ5Peh-x14AaABAg,1.0,0.0,0.0,1.0,0.0,0.0,0.9999999989999999,1.0,0.0
UgweNhMvXvx7N9b8p7h4AaABAg,12.0,3.0,0.0,15.0,0.0,0.19999999998666668,0.7999999999466667,0.8000000000133334,0.0
UgwePNIPj3KQCVz-fUl4AaABAg,1.0,0.0,0.0,1.0,0.0,0.0,0.9999999989999999,1.0,0.0
Ugwe_waA9ZrMRKEq7F54AaABAg,13.0,0.0,8.0,21.0,0.3809523809342404,0.0,0.6190476190181405,0.6190476190657597,0.3809523809342404
UgwecyJCVSsv2koaSIR4AaABAg,10.0,17.0,0.0,27.0,0.0,0.62962962960631,0.37037037035665293,0.37037037039369003,0.0
UgwemeXhBrumskSKU694AaABAg,21.0,31.0,0.0,52.0,0.0,0.5961538461423816,0.4038461538383876,0.40384615385761835,0.0
Ugwf0-E2_hBWgmMQNxd4AaABAg,3.0,5.0,0.0,8.0,0.0,0.624999999921875,0.374999999953125,0.37500000007812495,0.0
Ugwf5RHn9nXjtblf-Dd4AaABAg,4.0,0.0,0.0,4.0,0.0,0.0,0.99999999975,1.0,0.0
Ugwf871M61XCfz138IZ4AaABAg,0.0,3.0,0.0,3.0,0.0,0.9999999996666666,0.0,3.33333360913457e-10,0.0
UgwfEwKKz_xHD4vUcmV4AaABAg,65.0,0.0,0.0,65.0,0.0,0.0,0.9999999999846153,1.0,0.0
UgwfM3wPSd7xdHDcUyx4AaABAg,150.0,0.0,0.0,150.0,0.0,0.0,0.9999999999933334,1.0,0.0
UgwfNk8mxZEjW06ZN754AaABAg,1.0,0.0,0.0,1.0,0.0,0.0,0.9999999989999999,1.0,0.0
Ugwfj0dGFStv1c26UCt4AaABAg,885.0,8.0,0.0,893.0,0.0,0.008958566629329274,0.991041433369551,0.9910414333706707,0.0
UgwfkasAnbSrh8VmZUN4AaABAg,1.0,0.0,0.0,1.0,0.0,0.0,0.9999999989999999,1.0,0.0
UgwfmSlas9k_xS17sF54AaABAg,1.0,0.0,0.0,1.0,0.0,0.0,0.9999999989999999,1.0,0.0
UgwfpXBlymsTEVWwz-J4AaABAg,1.0,0.0,0.0,1.0,0.0,0.0,0.9999999989999999,1.0,0.0
UgwfwJZzuGHKKGZ6wKl4AaABAg,0.0,2.0,0.0,2.0,0.0,0.9999999995,0.0,5.000000413701855e-10,0.0
Ugwg0n9P8G2vP3Kyi0t4AaABAg,2.0,0.0,0.0,2.0,0.0,0.0,0.9999999995,1.0,0.0
UgwgAbZEQDSSg-EmqGd4AaABAg,0.0,1.0,0.0,1.0,0.0,0.9999999989999999,0.0,1.000000082740371e-09,0.0
UgwgEAU1SzLkJ-FD10d4AaABAg,1.0,0.0,0.0,1.0,0.0,0.0,0.9999999989999999,1.0,0.0
UgwgONvu5DgvRukih4F4AaABAg,1.0,6.0,2.0,9.0,0.22222222219753085,0.6666666665925925,0.11111111109876542,0.5555555556049383,0.22222222219753085
Ugwgd9l0Ck-y-QnRjS54AaABAg,136.0,2.0,0.0,138.0,0.0,0.014492753623083388,0.9855072463696704,0.9855072463769166,0.0
Ugwgft8pnzrbVKhRKe54AaABAg,2.0,13.0,0.0,15.0,0.0,0.8666666666088889,0.13333333332444444,0.1333333333911111,0.0
UgwgpquTTyMMw63stV14AaABAg,8.0,1.0,0.0,9.0,0.0,0.11111111109876542,0.8888888887901234,0.8888888889012345,0.0
UgwgxFUQr0WoMTjMJbB4AaABAg,6.0,1.0,0.0,7.0,0.0,0.1428571428367347,0.8571428570204082,0.8571428571632653,0.0
Ugwh-pAtqgf1tQFcmDF4AaABAg,1.0,0.0,0.0,1.0,0.0,0.0,0.9999999989999999,1.0,0.0
Ugwh9WuefTjh4Zg4ggR4AaABAg,2.0,0.0,0.0,2.0,0.0,0.0,0.9999999995,1.0,0.0
UgwhFwp5Xp7E_C5Fwjt4AaABAg,315.0,189.0,0.0,504.0,0.0,0.374999999999256,0.6249999999987599,0.6250000000007441,0.0
UgwhPCLyJUxMJxs8aF94AaABAg,3.0,0.0,0.0,3.0,0.0,0.0,0.9999999996666666,1.0,0.0
UgwhUGmefc17Y7gOnAh4AaABAg,151.0,201.0,37.0,389.0,0.09511568123368865,0.5167095115667951,0.3881748071969456,0.5784061696668935,0.09511568123368865
UgwhXSOH48hY44AWtg54AaABAg,54.0,5.0,2.0,61.0,0.032786885245364154,0.08196721311341038,0.8852459016248321,0.9508196721319537,0.032786885245364154
UgwhcZ0GIFEkcOd7oqx4AaABAg,412.0,20.0,0.0,432.0,0.0,0.04629629629618913,0.953703703701496,0.9537037037038109,0.0
Ugwhd2cit7NUa98vXiV4AaABAg,28.0,5.0,10.0,43.0,0.2325581395294754,0.1162790697647377,0.6511627906825311,0.8837209302352623,0.2325581395294754
UgwhdcutuQxiHj7eDi54AaABAg,74.0,0.0,0.0,74.0,0.0,0.0,0.9999999999864865,1.0,0.0
UgwhgnJNPhwK9GWt1ph4AaABAg,14.0,3.0,0.0,17.0,0.0,0.1764705882249135,0.8235294117162629,0.8235294117750865,0.0
UgwhuSMYA0t3GjHN70N4AaABAg,4.0,10.0,3.0,17.0,0.1764705882249135,0.588235294083045,0.235294117633218,0.5882352941418685,0.1764705882249135
Ugwi-5d4nUf6N5_I7QR4AaABAg,0.0,5.0,0.0,5.0,0.0,0.9999999998,0.0,2.000000165480742e-10,0.0
Ugwi05WLS4FtWsHzngN4AaABAg,3.0,0.0,0.0,3.0,0.0,0.0,0.9999999996666666,1.0,0.0
Ugwi6cMjaaFfR8i5xhZ4AaABAg,25.0,0.0,0.0,25.0,0.0,0.0,0.99999999996,1.0,0.0
UgwiBUJqBrCv8UyhWjx4AaABAg,1.0,0.0,0.0,1.0,0.0,0.0,0.9999999989999999,1.0,0.0
UgwiUi99Q0bkFIUKm2d4AaABAg,35.0,38.0,0.0,73.0,0.0,0.5205479451983487,0.47945205478795266,0.4794520548016513,0.0
UgwiaBsQAWrL5BrUt2p4AaABAg,0.0,2.0,0.0,2.0,0.0,0.9999999995,0.0,5.000000413701855e-10,0.0
UgwibnjipVLZa2nJvPZ4AaABAg,14.0,0.0,0.0,14.0,0.0,0.0,0.9999999999285715,1.0,0.0
Ugwil3LMr6WOVUwGYf54AaABAg,92.0,0.0,11.0,103.0,0.10679611650381751,0.0,0.8932038834864737,0.8932038834961825,0.10679611650381751
UgwimVT1PrTldrGtmvd4AaABAg,1.0,0.0,0.0,1.0,0.0,0.0,0.9999999989999999,1.0,0.0
Ugwir6Gj1wcqXIRfXtt4AaABAg,3.0,0.0,0.0,3.0,0.0,0.0,0.9999999996666666,1.0,0.0
UgwisPptcS4bK98DMId4AaABAg,5.0,0.0,0.0,5.0,0.0,0.0,0.9999999998,1.0,0.0
Ugwisu0ZXzB6oc7TJGR4AaABAg,10.0,1.0,0.0,11.0,0.0,0.09090909090082644,0.9090909090082645,0.9090909090991736,0.0
UgwiwnbMdeQynWw69GJ4AaABAg,2.0,0.0,1.0,3.0,0.3333333332222222,0.0,0.6666666664444444,0.6666666667777779,0.3333333332222222
Ugwiz0kLL03lN2DRPph4AaABAg,0.0,73.0,0.0,73.0,0.0,0.9999999999863013,0.0,1.3698708833942419e-11,0.0
UgwizquSEiQrrGM_QOZ4AaABAg,12.0,0.0,0.0,12.0,0.0,0.0,0.9999999999166667,1.0,0.0
Ugwj7uwowBq7ZomWvIl4AaABAg,1.0,0.0,0.0,1.0,0.0,0.0,0.9999999989999999,1.0,0.0
Ugwj8PkNh8EGKdPbJ5V4AaABAg,0.0,0.0,3.0,3.0,0.9999999996666666,0.0,0.0,3.33333360913457e-10,0.9999999996666666
Ugwj95q-0pqxz1MKVwh4AaABAg,9.0,11.0,0.0,20.0,0.0,0.5499999999725,0.4499999999775,0.45000000002749996,0.0
UgwjLEwX508lct-zPNR4AaABAg,5.0,0.0,0.0,5.0,0.0,0.0,0.9999999998,1.0,0.0
UgwjPCl9YsYHimlDrPh4AaABAg,111.0,29.0,0.0,140.0,0.0,0.20714285714137756,0.7928571428514797,0.7928571428586224,0.0
UgwjRRj-Q03nHjvLky54AaABAg,117.0,0.0,42.0,159.0,0.26415094339456513,0.0,0.7358490565991457,0.7358490566054349,0.26415094339456513
UgwjUju2Xqem7thkgGl4AaABAg,12.0,0.0,0.0,12.0,0.0,0.0,0.9999999999166667,1.0,0.0
UgwjhF_iFvye2GpzGyJ4AaABAg,13.0,2.0,0.0,15.0,0.0,0.13333333332444444,0.8666666666088889,0.8666666666755556,0.0
UgwjqN6aikon-be72X54AaABAg,0.0,0.0,1.0,1.0,0.9999999989999999,0.0,0.0,1.000000082740371e-09,0.9999999989999999
Ugwk64Wxz-5sGWep5kR4AaABAg,1.0,0.0,0.0,1.0,0.0,0.0,0.9999999989999999,1.0,0.0
Ugwk6WMikTCLB0P9--F4AaABAg,1.0,1.0,0.0,2.0,0.0,0.49999999975,0.49999999975,0.50000000025,0.0
UgwkAMXPZypKhVEPJBZ4AaABAg,39.0,12.0,14.0,65.0,0.21538461538130177,0.18461538461254437,0.5999999999907693,0.9692307692312426,0.21538461538130177
UgwkNiXLsQv8rIYCES94AaABAg,105.0,81.0,2.0,188.0,0.010638297872283839,0.4308510638274955,0.5585106382949016,0.5797872340447883,0.010638297872283839
UgwkWoCNR2vOm8VE-hR4AaABAg,1.0,0.0,0.0,1.0,0.0,0.0,0.9999999989999999,1.0,0.0
UgwkgdHti7VYczm2d354AaABAg,3.0,1.0,0.0,4.0,0.0,0.2499999999375,0.7499999998125,0.7500000000625,0.0
UgwkqWFx70p0jgjQaO54AaABAg,200.0,0.0,55.0,255.0,0.2156862745089581,0.0,0.7843137254871204,0.784313725491042,0.2156862745089581
UgwkwVU5UOs-5Vs5LPV4AaABAg,12.0,6.0,0.0,18.0,0.0,0.3333333333148148,0.6666666666296296,0.6666666666851853,0.0
Ugwl-N1fC5PTuCeXfEx4AaABAg,1.0,1.0,0.0,2.0,0.0,0.49999999975,0.49999999975,0.50000000025,0.0
UgwlHpSIOQ8iZTQYXrx4AaABAg,79.0,1.0,0.0,80.0,0.0,0.012499999999843749,0.9874999999876563,0.9875000000001563,0.0
UgwlZ4WjBE6gtac8TQh4AaABAg,3.0,0.0,0.0,3.0,0.0,0.0,0.9999999996666666,1.0,0.0
UgwlZH7xYLIDFej9hcp4AaABAg,2.0,0.0,0.0,2.0,0.0,0.0,0.9999999995,1.0,0.0
Ugwl_hAIJiMj8oApSXt4AaABAg,3.0,0.0,0.0,3.0,0.0,0.0,0.9999999996666666,1.0,0.0
UgwlagYtfeTwNOlzNbV4AaABAg,2.0,0.0,0.0,2.0,0.0,0.0,0.9999999995,1.0,0.0
Ugwlbj7wq9biNMZQSf14AaABAg,20.0,7.0,10.0,37.0,0.2702702702629657,0.18918918918407598,0.5405405405259314,0.9189189189211103,0.2702702702629657
Ugwlj0v1J4zJYhyoSu14AaABAg,1.0,0.0,0.0,1.0,0.0,0.0,0.9999999989999999,1.0,0.0
UgwlmI5JL4rjALlV4hd4AaABAg,25.0,11.0,1.0,37.0,0.027027027026296568,0.29729729728926224,0.6756756756574143,0.7297297297370343,0.027027027026296568
UgwlsMYv84ePss1F0GB4AaABAg,4.0,5.0,0.0,9.0,0.0,0.5555555554938272,0.4444444443950617,0.4444444445061728,0.0
UgwluUmhce-OC15Z2KR4AaABAg,6.0,0.0,0.0,6.0,0.0,0.0,0.9999999998333333,1.0,0.0
UgwlvN66FC8h60Qm2-t4AaABAg,0.0,10.0,0.0,10.0,0.0,0.9999999999,0.0,1.000000082740371e-10,0.0
UgwlvdGDsNCngDCy5vd4AaABAg,10.0,0.0,0.0,10.0,0.0,0.0,0.9999999999,1.0,0.0
Ugwm1dz7e48-2TOLPEV4AaABAg,13.0,0.0,0.0,13.0,0.0,0.0,0.9999999999230769,1.0,0.0
Ugwm4e2Rg6GOIMDhrqV4AaABAg,0.0,1.0,0.0,1.0,0.0,0.9999999989999999,0.0,1.000000082740371e-09,0.0
UgwmFoMLoBLWM616gix4AaABAg,1.0,0.0,0.0,1.0,0.0,0.0,0.9999999989999999,1.0,0.0
UgwmHj8y1KKd43I1iu14AaABAg,1.0,2.0,0.0,3.0,0.0,0.6666666664444444,0.3333333332222222,0.3333333335555556,0.0
UgwmUR_bPiyKRAhfDpB4AaABAg,8.0,0.0,0.0,8.0,0.0,0.0,0.999999999875,1.0,0.0
UgwmVcjWMerFMaru4MJ4AaABAg,89.0,3.0,0.0,92.0,0.0,0.032608695651819466,0.9673913043373109,0.9673913043481805,0.0
UgwmgDp84k-p58iNF6d4AaABAg,80.0,5.0,0.0,85.0,0.0,0.05882352941107266,0.9411764705771626,0.9411764705889274,0.0
Ugwmzo3hd9Xh_RaY9HZ4AaABAg,2.0,3.0,0.0,5.0,0.0,0.59999999988,0.39999999992,0.40000000012000003,0.0
Ugwn4mTuBRMJLHmrEZJ4AaABAg,27.0,0.0,0.0,27.0,0.0,0.0,0.999999999962963,1.0,0.0
Ugwn5nbfLITvafsXwCV4AaABAg,0.0,1.0,0.0,1.0,0.0,0.9999999989999999,0.0,1.000000082740371e-09,0.0
Ugwn8C_JNRbdrRK9o3Z4AaABAg,9.0,0.0,0.0,9.0,0.0,0.0,0.9999999998888889,1.0,0.0
UgwnB01otHMSsH8Eqw14AaABAg,2.0,0.0,0.0,2.0,0.0,0.0,0.9999999995,1.0,0.0
UgwnHPos5lDhxLMaY-t4AaABAg,1000.0,606.0,11.0,1617.0,0.006802721088431167,0.37476808905357156,0.6184291898573788,0.6320346320348595,0.006802721088431167
UgwnQdjfHHsb28p2_bp4AaABAg,26.0,8.0,7.0,41.0,0.170731707312909,0.19512195121475315,0.6341463414479477,0.9756097560981558,0.170731707312909
UgwnbQLz01kWxOkSNkB4AaABAg,4.0,0.0,0.0,4.0,0.0,0.0,0.99999999975,1.0,0.0
Ugwnemp84KyNmuAnoU94AaABAg,1.0,0.0,0.0,1.0,0.0,0.0,0.9999999989999999,1.0,0.0
UgwnfP-Jlr8Q64GKSMJ4AaABAg,46.0,14.0,1.0,61.0,0.016393442622682077,0.22950819671754905,0.7540983606433754,0.786885245905133,0.016393442622682077
Ugwnhe7buUHgR_t75PB4AaABAg,10.0,3.0,0.0,13.0,0.0,0.2307692307514793,0.7692307691715976,0.7692307692485207,0.0
Ugwnj0Q6wKBp4FzWwxN4AaABAg,50.0,0.0,2.0,52.0,0.03846153846079882,0.0,0.9615384615199705,0.9615384615392012,0.03846153846079882
UgwnqZ0OnlW96i3oNqB4AaABAg,17.0,0.0,0.0,17.0,0.0,0.0,0.9999999999411765,1.0,0.0
Ugwo0fOFdRt4Trg20154AaABAg,3.0,0.0,0.0,3.0,0.0,0.0,0.9999999996666666,1.0,0.0
UgwoC4WnxpXxa179jfd4AaABAg,163.0,16.0,0.0,179.0,0.0,0.08938547485983583,0.9106145251345776,0.9106145251401642,0.0
UgwoCEiupoaseuOnykx4AaABAg,15.0,0.0,0.0,15.0,0.0,0.0,0.9999999999333333,1.0,0.0
UgwoCXLBU9m9CLu02zd4AaABAg,8.0,0.0,0.0,8.0,0.0,0.0,0.999999999875,1.0,0.0
UgwoEkdMAafLSeg8-KN4AaABAg,66.0,17.0,0.0,83.0,0.0,0.20481927710596604,0.7951807228819857,0.795180722894034,0.0
UgwoQkzDhzGh_T1-xF54AaABAg,0.0,2.0,0.0,2.0,0.0,0.9999999995,0.0,5.000000413701855e-10,0.0
UgwoXhK1FwaduADVriV4AaABAg,1.0,4.0,0.0,5.0,0.0,0.79999999984,0.19999999996,0.20000000015999997,0.0
Ugwo_Dd6JwSltDMiK0N4AaABAg,6.0,2.0,0.0,8.0,0.0,0.24999999996875,0.74999999990625,0.75000000003125,0.0
UgwoekM1Q6o9qHHn6j14AaABAg,3.0,0.0,0.0,3.0,0.0,0.0,0.9999999996666666,1.0,0.0
UgwoiBnre8UuNJTOQ0F4AaABAg,23.0,1.0,0.0,24.0,0.0,0.04166666666493055,0.9583333332934028,0.9583333333350694,0.0
UgwoivWBuH01cUNrKEh4AaABAg,6.0,0.0,0.0,6.0,0.0,0.0,0.9999999998333333,1.0,0.0
UgwomAGbaYQerClDvX94AaABAg,3.0,0.0,0.0,3.0,0.0,0.0,0.9999999996666666,1.0,0.0
Ugwp2WxXDvBUBUs2wCV4AaABAg,2.0,0.0,0.0,2.0,0.0,0.0,0.9999999995,1.0,0.0
Ugwp3FMegDyaI-ZxBw54AaABAg,1380.0,820.0,13.0,2213.0,0.0058743786714840155,0.3705377315859148,0.6235878897421493,0.6353366470855693,0.0058743786714840155
UgwpAUGig0Q5V0ufsQt4AaABAg,0.0,1.0,0.0,1.0,0.0,0.9999999989999999,0.0,1.000000082740371e-09,0.0
UgwpC_vEd8JlrZldHXp4AaABAg,14.0,5.0,0.0,19.0,0.0,0.26315789472299167,0.7368421052243768,0.7368421052770083,0.0
UgwpGGxLpx7Rn0Hyq8B4AaABAg,191.0,70.0,3.0,264.0,0.01136363636359332,0.2651515151505108,0.723484848482108,0.7462121212130826,0.01136363636359332
UgwpT5Jma5Lvgb3sbNJ4AaABAg,4.0,1.0,0.0,5.0,0.0,0.19999999996,0.79999999984,0.80000000004,0.0
UgwpWkAtjPCVPHbFp7B4AaABAg,0.0,3.0,0.0,3.0,0.0,0.9999999996666666,0.0,3.33333360913457e-10,0.0
UgwpaJitCa-1Y3O8OnF4AaABAg,14.0,29.0,0.0,43.0,0.0,0.6744186046354786,0.32558139534126557,0.32558139536452135,0.0
Ugwpho_XP40C64MDMd54AaABAg,2.0,0.0,0.0,2.0,0.0,0.0,0.9999999995,1.0,0.0
UgwpkGPW_V9M7Ayu2Op4AaABAg,4.0,0.0,0.0,4.0,0.0,0.0,0.99999999975,1.0,0.0
Ugwpqe4vIVd-C63llk14AaABAg,4.0,0.0,0.0,4.0,0.0,0.0,0.99999999975,1.0,0.0
Ugwpz6Mm-YUhewCTXsB4AaABAg,3.0,0.0,1.0,4.0,0.2499999999375,0.0,0.7499999998125,0.7500000000625,0.2499999999375
Ugwq6DyP7__mKYGYl9x4AaABAg,23.0,7.0,0.0,30.0,0.0,0.23333333332555556,0.7666666666411112,0.7666666666744444,0.0
UgwqHAxl-4vJJsaiwrV4AaABAg,1.0,1.0,0.0,2.0,0.0,0.49999999975,0.49999999975,0.50000000025,0.0
UgwqUUfR_xkZpOXDaWx4AaABAg,11.0,1.0,0.0,12.0,0.0,0.08333333332638888,0.9166666665902777,0.9166666666736111,0.0
Ugwq_JCgbE-gwi2HPy94AaABAg,4.0,0.0,0.0,4.0,0.0,0.0,0.99999999975,1.0,0.0
UgwqdScRViOYn8ln0n94AaABAg,59.0,46.0,1.0,106.0,0.009433962264061943,0.4339622641468494,0.5566037735796546,0.5754716981172125,0.009433962264061943
UgwqpPSxq5avTGTG-tl4AaABAg,1.0,0.0,0.0,1.0,0.0,0.0,0.9999999989999999,1.0,0.0
Ugwqr7Dt_faP29gEjLF4AaABAg,7.0,1.0,0.0,8.0,0.0,0.124999999984375,0.874999999890625,0.8750000000156251,0.0
Ugwr02sfxO7ve7RpmHJ4AaABAg,24.0,2.0,0.0,26.0,0.0,0.07692307692011835,0.9230769230414201,0.9230769230798817,0.0
UgwrCfql8XK3T4S2Qsd4AaABAg,11.0,5.0,2.0,18.0,0.11111111110493826,0.2777777777623457,0.6111111110771605,0.8333333333425925,0.11111111110493826
UgwrHTisi_X1shsw33V4AaABAg,11.0,0.0,0.0,11.0,0.0,0.0,0.9999999999090909,1.0,0.0
UgwrIJNVN7_njVCYMct4AaABAg,233.0,50.0,10.0,293.0,0.03412969283264802,0.17064846416324012,0.795221843000699,0.8634812286694079,0.03412969283264802
UgwrREJO60ei1d6mrjx4AaABAg,11.0,1.0,0.0,12.0,0.0,0.08333333332638888,0.9166666665902777,0.9166666666736111,0.0
UgwrSLpIQgq7sXk77Bd4AaABAg,4.0,0.0,0.0,4.0,0.0,0.0,0.99999999975,1.0,0.0
UgwrWgOR3iEaRvvxged4AaABAg,0.0,1.0,0.0,1.0,0.0,0.9999999989999999,0.0,1.000000082740371e-09,0.0
UgwroUMGxqdg6_e__Xp4AaABAg,164.0,15.0,0.0,179.0,0.0,0.0837988826810961,0.9162011173133173,0.9162011173189039,0.0
UgwrqxhllCbywYQGbo14AaABAg,3.0,0.0,0.0,3.0,0.0,0.0,0.9999999996666666,1.0,0.0
Ugws8Ln-lWg1FDD5UhV4AaABAg,41.0,0.0,0.0,41.0,0.0,0.0,0.9999999999756098,1.0,0.0
UgwsPaQEg8AeBc-sSfh4AaABAg,0.0,2.0,0.0,2.0,0.0,0.9999999995,0.0,5.000000413701855e-10,0.0
UgwsSi2Scj173O0ehll4AaABAg,26.0,2.0,0.0,28.0,0.0,0.07142857142602041,0.9285714285382654,0.9285714285739796,0.0
UgwsUF6HzFhqAblsjIh4AaABAg,89.0,9.0,0.0,98.0,0.0,0.09183673469294044,0.9081632652968554,0.9081632653070596,0.0
UgwsUbJAF4QLtrlS-754AaABAg,8.0,0.0,0.0,8.0,0.0,0.0,0.999999999875,1.0,0.0
UgwsX5yzrMChncsgX-V4AaABAg,4.0,0.0,0.0,4.0,0.0,0.0,0.99999999975,1.0,0.0
UgwsagHKYmAHVPvjoR14AaABAg,119.0,17.0,0.0,136.0,0.0,0.12499999999908089,0.8749999999935663,0.8750000000009192,0.0
UgwsbNESBLJZZFFK2JF4AaABAg,1.0,0.0,0.0,1.0,0.0,0.0,0.9999999989999999,1.0,0.0
UgwsbNvgKg36YXSG3oh4AaABAg,26.0,3.0,0.0,29.0,0.0,0.10344827585850179,0.8965517241070154,0.8965517241414982,0.0
UgwsdvHTIgX57tvpzZZ4AaABAg,107.0,2.0,2.0,111.0,0.018018018017855693,0.018018018017855693,0.9639639639552796,1.0,0.018018018017855693
Ugwt2EgDZEQhSUrHJN14AaABAg,22.0,7.0,0.0,29.0,0.0,0.24137931033650417,0.7586206896290131,0.7586206896634958,0.0
Ugwt9zw9uXf9AgQHqcx4AaABAg,4.0,0.0,0.0,4.0,0.0,0.0,0.99999999975,1.0,0.0
UgwtDFmvpVwZdeHU_9p4AaABAg,1.0,0.0,0.0,1.0,0.0,0.0,0.9999999989999999,1.0,0.0
UgwtEa5FZsugp4c87Np4AaABAg,2.0,0.0,0.0,2.0,0.0,0.0,0.9999999995,1.0,0.0
UgwtIYwtb2l2oox-MZ94AaABAg,1.0,0.0,0.0,1.0,0.0,0.0,0.9999999989999999,1.0,0.0
UgwtYuEzpw4ejjdmr9V4AaABAg,1.0,0.0,0.0,1.0,0.0,0.0,0.9999999989999999,1.0,0.0
Ugwu0OoF1iilQup1ltR4AaABAg,80.0,2.0,0.0,82.0,0.0,0.024390243902141583,0.9756097560856632,0.9756097560978584,0.0
Ugwu1jaYkQVzADSHHXB4AaABAg,2.0,0.0,4.0,6.0,0.6666666665555555,0.0,0.33333333327777775,0.3333333334444445,0.6666666665555555
Ugwu9s_4cFGYPDnhly54AaABAg,1.0,0.0,0.0,1.0,0.0,0.0,0.9999999989999999,1.0,0.0
UgwuFyL_hudzJ4IaIoZ4AaABAg,104.0,24.0,0.0,128.0,0.0,0.18749999999853517,0.8124999999936524,0.8125000000014648,0.0
UgwuGAMpPcUu0dx73AV4AaABAg,2.0,0.0,0.0,2.0,0.0,0.0,0.9999999995,1.0,0.0
UgwuRzWex4-k0TGFbm14AaABAg,7.0,0.0,0.0,7.0,0.0,0.0,0.9999999998571428,1.0,0.0
UgwuYpAepU32mfnWwM54AaABAg,529.0,38.0,24.0,591.0,0.04060913705576885,0.06429780033830068,0.8950930626042385,0.9763113367174682,0.04060913705576885
UgwumfvTJXneOYCFiIB4AaABAg,67.0,463.0,3.0,533.0,0.005628517823629215,0.8686679174467755,0.12570356472771912,0.13696060037685365,0.005628517823629215
UgwusDJioHcRd9K0P094AaABAg,7.0,22.0,0.0,29.0,0.0,0.7586206896290131,0.24137931033650417,0.24137931037098692,0.0
Ugwut9tAjbzx-d_Zzud4AaABAg,10.0,0.0,0.0,10.0,0.0,0.0,0.9999999999,1.0,0.0
UgwuuEQ8QWqfCYT5Zop4AaABAg,1.0,0.0,0.0,1.0,0.0,0.0,0.9999999989999999,1.0,0.0
UgwuyX_eHgCAU7p-NBV4AaABAg,187.0,25.0,222.0,434.0,0.5115207373260103,0.057603686635811974,0.43087557603587356,0.5460829493098016,0.5115207373260103
Ugwv3ML7WaPoEgwFqHF4AaABAg,2.0,0.0,0.0,2.0,0.0,0.0,0.9999999995,1.0,0.0
Ugwv4ZO-PxvJQCBTyPl4AaABAg,0.0,1.0,0.0,1.0,0.0,0.9999999989999999,0.0,1.000000082740371e-09,0.0
Ugwv5FjUYP0xUhEZwVh4AaABAg,67.0,0.0,0.0,67.0,0.0,0.0,0.9999999999850746,1.0,0.0
UgwvBc3E6zlM4TjjWDR4AaABAg,4.0,0.0,0.0,4.0,0.0,0.0,0.99999999975,1.0,0.0
UgwvIFyaO5zOWEH-twJ4AaABAg,10.0,0.0,0.0,10.0,0.0,0.0,0.9999999999,1.0,0.0
UgwvKmGE-kb7nLDs5yx4AaABAg,0.0,7.0,0.0,7.0,0.0,0.9999999998571428,0.0,1.4285717053752478e-10,0.0
Ugwvdttj1lb97KMAVPl4AaABAg,21.0,0.0,0.0,21.0,0.0,0.0,0.999999999952381,1.0,0.0
UgwvlkcHndOZ5DQ0q7d4AaABAg,767.0,235.0,1.0,1003.0,0.0009970089730797637,0.23429710867374448,0.7647058823521787,0.7666999002993353,0.0009970089730797637
UgwvoKWcQVnYKMPwRit4AaABAg,3.0,0.0,0.0,3.0,0.0,0.0,0.9999999996666666,1.0,0.0
UgwvpfAHeZaeU14C5y94AaABAg,142.0,22.0,0.0,164.0,0.0,0.13414634146259669,0.8658536585313058,0.8658536585374033,0.0
UgwvtFwwzhU6wNukc4F4AaABAg,1.0,0.0,0.0,1.0,0.0,0.0,0.9999999989999999,1.0,0.0
